index,cui,en,en_id,isa,same_as,Usagi_en,Usagi_match_score
3427,C0242648,Vertical Disease Transmission,en_3427,None,None,Vertical transmission (Usagi match score=0.838163555),0.838163555
3428,C0242649,"Disease Transmission, Horizontal",en_3428,None,None,Disease transmission mode (Usagi match score=0.636224508),0.636224508
3429,C0242656,Disease Progression,en_3429,None,None,Disease progression (Usagi match score=1),1
3430,C0242675,Gravity Perception,en_3430,None,None,Perception (Usagi match score=0.680092752),0.680092752
3431,C0242687,Early Intervention (Education),en_3431,None,None,Provision of early intervention service for child (Usagi match score=0.673016846),0.673016846
3432,C0242692,Skeletal muscle structure,en_3432,None,None,Skeletal muscle structure (Usagi match score=1),1
3433,C0242698,"Ventricular Dysfunction, Left",en_3433,None,None,Fetal left ventricular dysfunction (Usagi match score=0.848402858),0.848402858
3434,C0242706,Hyperoxia,en_3434,None,None,Hyperoxia (Usagi match score=1),1
3435,C0242708,"Antirheumatic Drugs, Disease-Modifying",en_3435,None,None,Disease modifying antirheumatic drug monitoring (Usagi match score=0.727576196),0.727576196
3436,C0242732,Tropism,en_3436,None,None,Facet asymmetry (Usagi match score=0.731226385),0.731226385
3437,C0242739,Nutritional Support,en_3437,None,None,Nutritional support (Usagi match score=1),1
3438,C0242781,disease transmission,en_3438,None,None,Disease transmission mode (Usagi match score=0.874310791),0.874310791
3439,C0242786,High-Risk Pregnancy,en_3439,None,None,High risk pregnancy (Usagi match score=0.718546748),0.718546748
3440,C0242821,Human body,en_3440,None,None,Body substance (Usagi match score=0.72090596),0.72090596
3441,C0242896,Anticholinergic Agents,en_3441,None,None,Anticholinergic adverse reaction (Usagi match score=0.524536848),0.524536848
3442,C0242903,"Anesthetics, Inhalation",en_3442,None,None,Anesthetics (Usagi match score=0.658502996),0.658502996
3443,C0242912,Neuroprotective Agents,en_3443,None,None,Administration of neuroprotective agent (Usagi match score=0.687904954),0.687904954
3444,C0242937,"Analgesics, Non-Narcotic",en_3444,None,None,Analgesics Non-narcotic [Presence] in Urine (Usagi match score=0.757379234),0.757379234
3445,C0242963,Perinatal Care,en_3445,None,None,Antenatal/postnatal care (Usagi match score=1),1
3446,C0242966,Sepsis Syndrome,en_3446,None,None,Sepsis syndrome (Usagi match score=1),1
3447,C0242972,"Diet, Protein-Restricted",en_3447,None,None,Restricted (Usagi match score=0.496113449),0.496113449
3448,C0242979,Muscle Fatigue,en_3448,None,None,Muscle fatigue (Usagi match score=1),1
3449,C0243010,"Encephalitis, Viral",en_3449,None,None,Viral encephalitis (Usagi match score=1),1
3450,C0243024,Patient-Centered Care,en_3450,None,None,Lucent-centered calcification (Usagi match score=0.669082403),0.669082403
3451,C0243026,Systemic infection,en_3451,None,None,Sepsis (Usagi match score=1),1
3452,C0243041,Molecular Chaperones,en_3452,None,None,Molecular cloning (Usagi match score=0.597827315),0.597827315
3453,C0243042,Inflammation Mediators,en_3453,None,None,Inflammation (Usagi match score=0.75658381),0.75658381
3454,C0243052,Viral Physiology,en_3454,None,None,Physiology (Usagi match score=0.807983398),0.807983398
3455,C0243071,Analog,en_3455,None,None,Canalou (Usagi match score=0.55982554),0.55982554
3456,C0243076,antagonists,en_3456,None,None,Purine antagonist (Usagi match score=0.705057144),0.705057144
3457,C0243077,inhibitors,en_3457,None,None,Inhibition (Usagi match score=0.813966155),0.813966155
3458,C0243079,microvasculature,en_3458,None,None,Microvascular (Usagi match score=0.877063394),0.877063394
3459,C0243083,associated disease,en_3459,None,None,Associated disorder (Usagi match score=0.788210392),0.788210392
3460,C0243087,concomitant disease,en_3460,None,None,concomitant (Usagi match score=0.748914421),0.748914421
3461,C0243088,sequelae aspects,en_3461,None,None,Sequela (Usagi match score=0.669583917),0.669583917
3462,C0243089,sequels,en_3462,None,None,Sequela (Usagi match score=0.862089038),0.862089038
3463,C0243092,Cellular Structures,en_3463,None,None,Cell structure (Usagi match score=1),1
3464,C0243102,enzyme activity,en_3464,None,None,percent enzyme activity (Usagi match score=0.856531084),0.856531084
3465,C0243118,lawsuits,en_3465,None,None,Lawson (Usagi match score=0.50509876),0.50509876
3466,C0243120,ordinances,en_3466,None,None,Nances (Usagi match score=0.779610217),0.779610217
3467,C0243144,uptake,en_3467,None,None,percent uptake (Usagi match score=0.774493277),0.774493277
3468,C0243176,chemical composition,en_3468,None,None,Composition (property) (Usagi match score=0.767080843),0.767080843
3469,C0243192,agonists,en_3469,None,None,Agony (Usagi match score=0.589416683),0.589416683
3470,C0243244,Virustat,en_3470,None,None,Virus (Usagi match score=0.790586829),0.790586829
3471,C0243264,hydroxytyrosol,en_3471,None,None,hydroxytyrosol (Usagi match score=1),1
3472,C0243628,Formaldehyde dehydrogenase (glutathione),en_3472,isa Oxidoreductase,None,"ADH5 (alcohol dehydrogenase 5 (class III), chi polypeptide) gene variant measurement (Usagi match score=0.764889836)",0.764889836
3473,C0244404,Raloxifene,en_3473,None,None,raloxifene (Usagi match score=1),1
3474,C0244713,interferon beta-1b,en_3474,None,None,interferon beta-1b (Usagi match score=1),1
3475,C0245109,anakinra,en_3475,None,None,anakinra (Usagi match score=1),1
3476,C0245382,Galectin 3,en_3476,None,None,Galectin 3 Ag (Usagi match score=0.719509125),0.719509125
3477,C0245662|355,CD95 Antigens|FAS,en_3477,None,None,Lymphocyte positive for CD95 antigen (Usagi match score=0.512617648),0.512617648
3478,C0246081,carbapenemase,en_3478,isa Bacterial Proteins,None,Carbapenem (Usagi match score=0.904578865),0.904578865
3479,C0246269,icatibant,en_3479,None,None,icatibant (Usagi match score=1),1
3480,C0247025,tirofiban,en_3480,None,None,Tirofiban (Usagi match score=1),1
3481,C0248719,telmisartan,en_3481,None,None,telmisartan (Usagi match score=1),1
3482,C0249529,febuxostat,en_3482,None,None,febuxostat (Usagi match score=1),1
3483,C0249582,paricalcitol,en_3483,None,None,paricalcitol (Usagi match score=1),1
3484,C0250029,"XRCC1 protein, human",en_3484,None,None,XRCC1 (X-ray repair cross complementing 1) gene variant measurement (Usagi match score=0.725028157),0.725028157
3485,C0250336,CARE protocol,en_3485,isa Etoposide,None,Protocol (Usagi match score=0.82421577),0.82421577
3486,C0251564,Pulmozyme,en_3486,None,None,dornase alfa 1 MG/ML Inhalation Solution [Pulmozyme] (Usagi match score=0.780257285),0.780257285
3487,C0253457,Janus kinase 3,en_3487,None,None,Janus kinase 3 gene locus (Usagi match score=0.756215513),0.756215513
3488,C0254119,Interferon beta-1a,en_3488,None,None,interferon beta-1a (Usagi match score=1),1
3489,C0254211,arbidol,en_3489,isa Sulfides,None,carbidopa (Usagi match score=0.722694337),0.722694337
3490,C0254343,ETS Variant Gene 6 Protein,en_3490,None,None,ETV1 (ETS variant transcription factor 1) gene variant measurement (Usagi match score=0.727437854),0.727437854
3491,C0254610,Interleukin-15,en_3491,None,None,interleukin-10 (Usagi match score=0.873763084),0.873763084
3492,C0255161,Carboxypeptidase U,en_3492,None,None,CPN1 (carboxypeptidase N subunit 1) gene variant measurement (Usagi match score=0.707591057),0.707591057
3493,C0255672,collagenase 3,en_3493,None,None,collagenase (Usagi match score=0.929265976),0.929265976
3494,C0255813|7124,"Receptors, Tumor Necrosis Factor, Type II|TNF",en_3494,None,None,RELT (RELT TNF receptor) gene variant measurement (Usagi match score=0.491810322),0.491810322
3495,C0257535,Mitogen-Activated Protein Kinase 14,en_3495,None,None,Mitogen-activated protein kinase 14 Ag (Usagi match score=0.924931586),0.924931586
3496,C0257634,proadrenomedullin,en_3496,isa adrenomedullin,None,GPR182 (G protein-coupled receptor 182) gene variant measurement (Usagi match score=0.689065456),0.689065456
3497,C0257685,zoledronic acid,en_3497,None,None,zoledronic acid (Usagi match score=1),1
3498,C0259628,"Receptor, PAR-2",en_3498,None,None,Receptor (Usagi match score=0.558639705),0.558639705
3499,C0259749,Autonomic neuropathy,en_3499,None,None,Autonomic neuropathy (Usagi match score=1),1
3500,C0259836,"Diet, Carbohydrate-Restricted",en_3500,None,None,Carbohydrate restricted diet (Usagi match score=0.734415174),0.734415174
3501,C0259851,Biotic communities,en_3501,None,None,Rio Communities (Usagi match score=0.690199077),0.690199077
3502,C0259853,educator,en_3502,None,None,Education (Usagi match score=0.835456133),0.835456133
3503,C0259901,Gastroenterologist,en_3503,None,None,Seen by gastroenterologist (Usagi match score=0.850471437),0.850471437
3504,C0259931,Hemophiliacs,en_3504,None,None,Hemophilia (Usagi match score=0.763353288),0.763353288
3505,C0259945,Hospital care,en_3505,isa Hospitals,None,Hospital cart (Usagi match score=0.916701436),0.916701436
3506,C0260026,motor ability,en_3506,None,None,Motor unit stability (Usagi match score=0.698933482),0.698933482
3507,C0260062,Nursing home care,en_3507,None,None,Nursing Home (Usagi match score=0.900591075),0.900591075
3508,C0260087,Otolaryngologist,en_3508,None,None,Otolaryngology (Usagi match score=0.833631098),0.833631098
3509,C0260101,Sick child,en_3509,None,None,Sick child (Usagi match score=1),1
3510,C0260264,Steroid drugs,en_3510,None,None,Other drugs (Usagi match score=0.606417418),0.606417418
3511,C0260267,School child,en_3511,isa student,None,School child (Usagi match score=1),1
3512,C0260657,[V]Other behavioral problems,en_3512,None,None,Problem behavior (Usagi match score=0.518768013),0.518768013
3513,C0260662,Hearing problem,en_3513,None,None,Hearing problem (Usagi match score=1),1
3514,C0261908,Adverse reaction to antitussives,en_3514,None,None,Androgen adverse reaction (Usagi match score=0.705271006),0.705271006
3515,C0262405,Cerebral dysfunction syndrome,en_3515,None,None,Congenital neutrophil actin dysfunction (Usagi match score=0.848858058),0.848858058
3516,C0262718,Pelvic floor exercises,en_3516,None,None,Pelvic floor exercises (Usagi match score=1),1
3517,C0262762,Crisis Management,en_3517,None,None,Management (Usagi match score=0.737613082),0.737613082
3518,C0262879,Scanning/Transmission Electron Microscopes,en_3518,None,None,Scanning/transmission electron microscope (Usagi match score=0.980733573),0.980733573
3519,C0262926,Medical History,en_3519,None,None,History of clinical finding in subject (Usagi match score=0.84012711),0.84012711
3520,C0263214,Pyotraumatic dermatitis,en_3520,None,None,Pyotraumatic dermatitis (Usagi match score=1),1
3521,C0263338,Chronic urticaria,en_3521,None,None,Chronic urticaria (Usagi match score=1),1
3522,C0263428,Keratosis pilaris atrophicans,en_3522,None,None,Keratosis pilaris atrophicans (Usagi match score=1),1
3523,C0263518,Telogen effluvium,en_3523,None,None,Telogen effluvium (Usagi match score=1),1
3524,C0263678,Acute arthritis,en_3524,None,None,Acute arthritis (Usagi match score=1),1
3525,C0263912,Rotator cuff syndrome,en_3525,None,None,Rotator cuff syndrome (Usagi match score=1),1
3526,C0263940,Curb,en_3526,None,None,Curban (Usagi match score=0.796865344),0.796865344
3527,C0264219,Acute respiratory disease,en_3527,None,None,Acute respiratory disease (Usagi match score=1),1
3528,C0264220,Chronic disease of respiratory system,en_3528,None,None,Chronic disease of respiratory system (Usagi match score=1),1
3529,C0264221,Disorder of upper respiratory system,en_3529,None,None,Disorder of upper respiratory system (Usagi match score=1),1
3530,C0264222,Acute upper respiratory infection,en_3530,None,None,Acute upper respiratory infection (Usagi match score=1),1
3531,C0264383,Organized pneumonia,en_3531,None,None,Organized pneumonia (Usagi match score=1),1
3532,C0264408,Childhood asthma,en_3532,None,None,Childhood asthma (Usagi match score=1),1
3533,C0264490,Acute respiratory failure,en_3533,None,None,Acute respiratory failure (Usagi match score=1),1
3534,C0264492,Chronic respiratory failure,en_3534,None,None,Chronic respiratory failure (Usagi match score=1),1
3535,C0264517,Pulmonary necrosis,en_3535,None,None,Pulmonary necrosis (Usagi match score=1),1
3536,C0264714,Acute heart failure,en_3536,None,None,Acute heart failure (Usagi match score=1),1
3537,C0264715,Acute right heart failure,en_3537,None,None,Right ventricular failure (Usagi match score=0.891363561),0.891363561
3538,C0264716,Chronic heart failure,en_3538,None,None,Chronic heart failure (Usagi match score=1),1
3539,C0264732,Cardiac dilatation NOS,en_3539,None,None,Cardiac dilatation (Usagi match score=0.890217721),0.890217721
3540,C0264939,Systemic vasculitis,en_3540,None,None,Systemic vasculitis (Usagi match score=1),1
3541,C0265110,Cerebral Vasospasm,en_3541,None,None,Vasospasm (Usagi match score=0.713927031),0.713927031
3542,C0265267,Child syndrome,en_3542,None,None,Child syndrome (Usagi match score=1),1
3543,C0267058,Postoperative esophagitis,en_3543,None,None,Postoperative esophagitis (Usagi match score=1),1
3544,C0267446,Acute gastroenteritis,en_3544,None,None,Acute gastroenteritis (Usagi match score=1),1
3545,C0267615,Recurrent appendicitis,en_3545,None,None,Recurrent appendicitis (Usagi match score=1),1
3546,C0267941,"Pancreatitis, Acute Necrotizing",en_3546,None,None,Acute necrotizing pancreatitis (Usagi match score=0.876007795),0.876007795
3547,C0268422,Proteinosis,en_3547,isa Degenerative disorder,None,Proteinosis (Usagi match score=1),1
3548,C0269816,Fetal dystocia,en_3548,None,None,Fetal dystocia (Usagi match score=1),1
3549,C0270075,Perinatal disorder,en_3549,None,None,Perinatal disorder (Usagi match score=1),1
3550,C0270327,Bedwetting,en_3550,None,None,Nocturnal enuresis (Usagi match score=1),1
3551,C0270549,Generalized Anxiety Disorder,en_3551,None,None,Generalized anxiety disorder (Usagi match score=1),1
3552,C0270611,Brain Injuries,en_3552,None,None,Brain injury (Usagi match score=0.777313709),0.777313709
3553,C0270724,Infantile Neuroaxonal Dystrophy,en_3553,None,None,Infantile neuroaxonal dystrophy (Usagi match score=1),1
3554,C0271051,Macular retinal edema,en_3554,None,None,Macular retinal edema (Usagi match score=1),1
3555,C0271429,Acute otitis media,en_3555,None,None,Acute otitis media (Usagi match score=1),1
3556,C0271672,Diabetic complications,en_3556,None,None,Complication due to diabetes mellitus (Usagi match score=0.965814412),0.965814412
3557,C0272195,Eosinopenia,en_3557,None,None,Eosinopenia (Usagi match score=1),1
3558,C0272286,Immune thrombocytopenia,en_3558,None,None,Immune thrombocytopenia (Usagi match score=1),1
3559,C0272302,Gray platelet syndrome,en_3559,None,None,Gray platelet syndrome (Usagi match score=1),1
3560,C0272375,Antithrombin III Deficiency,en_3560,None,None,Antithrombin III deficiency (Usagi match score=1),1
3561,C0273115,Lung Injury,en_3561,None,None,Acute lung injury (Usagi match score=0.832838893),0.832838893
3562,C0274281,Injury due to exposure to external cause,en_3562,None,None,Effect of exposure to external cause (Usagi match score=1),1
3563,C0275518,Acute infectious disease,en_3563,None,None,Acute infectious disease (Usagi match score=1),1
3564,C0275521,Clinical infection,en_3564,isa INFECTIOUS PROCESS,None,Clinical infection (Usagi match score=1),1
3565,C0275522,Subclinical infection,en_3565,None,None,Subclinical infection (Usagi match score=1),1
3566,C0275524,Mixed infectious disease,en_3566,None,None,Mixed infectious disease (Usagi match score=1),1
3567,C0275535,Anthropozoonosis,en_3567,None,None,Eperythrozoonosis (Usagi match score=0.627605677),0.627605677
3568,C0275544,Congenital infectious disease,en_3568,None,None,Congenital infectious disease (Usagi match score=1),1
3569,C0275556,Acute bacterial sinusitis,en_3569,isa INFECTIOUS PROCESS,None,Acute bacterial sinusitis (Usagi match score=1),1
3570,C0275626,Struck,en_3570,isa INFECTIOUS PROCESS,None,Truck (Usagi match score=0.954636753),0.954636753
3571,C0275814,Streptococcal lymphadenitis of swine,en_3571,isa INFECTIOUS PROCESS,None,Streptococcal lymphadenitis of swine (Usagi match score=1),1
3572,C0275911,Tuberculosis of intestines,en_3572,None,None,Tuberculosis of intestines (Usagi match score=1),1
3573,C0276138,Viral myocarditis,en_3573,None,None,Viral myocarditis (Usagi match score=1),1
3574,C0276139,Viral pericarditis NOS,en_3574,None,None,Viral pericarditis (Usagi match score=0.862152696),0.862152696
3575,C0276170,Infectious canine tracheobronchitis,en_3575,isa INFECTIOUS PROCESS,None,Infectious canine tracheobronchitis (Usagi match score=1),1
3576,C0276289,Zika virus disease,en_3576,None,None,Zika virus disease (Usagi match score=1),1
3577,C0276356,Equine influenza,en_3577,isa INFECTIOUS PROCESS,None,Equine influenza (Usagi match score=1),1
3578,C0276467,Neonatal calf diarrhea,en_3578,isa Diarrheal disorder,None,Neonatal calf diarrhoea (Usagi match score=0.830982327),0.830982327
3579,C0276500,Human immunodeficiency virus I infection,en_3579,isa INFECTIOUS PROCESS,None,Human immunodeficiency virus I infection (Usagi match score=1),1
3580,C0276623,"[X]Chronic viral hepatitis, unspecified",en_3580,None,None,Chronic viral hepatitis (Usagi match score=0.481378257),0.481378257
3581,C0276653,Invasive pulmonary aspergillosis,en_3581,"Invasive pulmonary aspergillosis isa(infered) ASPERGILLOSIS, INVASIVE isa INFECTIOUS PROCESS; Invasive pulmonary aspergillosis isa(infered) ASPERGILLOSIS, INVASIVE isa Aspergillosis",None,Invasive pulmonary aspergillosis (Usagi match score=1),1
3582,C0277227,Infection by Strongylus,en_3582,None,None,Infection by Strongylus (Usagi match score=1),1
3583,C0277543,Functional disease present,en_3583,None,None,Functional disease present (Usagi match score=1),1
3584,C0277548,Epidemic disease,en_3584,None,None,Epidemic disease (Usagi match score=1),1
3585,C0277562,Adult disease,en_3585,None,None,Adult disease (Usagi match score=1),1
3586,C0277608,Death in hospital,en_3586,None,None,Death in hospital (Usagi match score=1),1
3587,C0277784,"Biological function, NOS",en_3587,None,None,Nervous system function (Usagi match score=0.689145505),0.689145505
3588,C0277785,Functional disorder,en_3588,None,None,Functional disorder (Usagi match score=1),1
3589,C0277786,Chief complaint (finding),en_3589,None,None,Chief complaint (Usagi match score=1),1
3590,C0277787,Social stigmata,en_3590,None,None,Stigma (Usagi match score=0.750050426),0.750050426
3591,C0277793,Onset of illness,en_3591,None,None,Onset of illness (Usagi match score=1),1
3592,C0277814,Sitting position,en_3592,None,None,Sitting position (Usagi match score=1),1
3593,C0278054,Male reproductive function,en_3593,None,None,Male reproductive function (Usagi match score=1),1
3594,C0278060,Mental state finding,en_3594,None,None,Mental state finding (Usagi match score=1),1
3595,C0278061,Abnormal mental state,en_3595,None,None,Mental health impairment (Usagi match score=1),1
3596,C0278076,Behavioral tic,en_3596,None,None,Behavior (Usagi match score=0.945170283),0.945170283
3597,C0278092,Sexual function,en_3597,None,None,Sexual function (Usagi match score=1),1
3598,C0278140,Severe pain,en_3598,isa Pain,None,Severe pain (Usagi match score=1),1
3599,C0278250,Prognosis good,en_3599,None,None,Prognosis good (Usagi match score=1),1
3600,C0278252,Prognosis bad,en_3600,None,None,Prognosis bad (Usagi match score=1),1
3601,C0278329,Prescribed,en_3601,None,None,Not prescribed (Usagi match score=0.854985893),0.854985893
3602,C0278488,Breast cancer metastatic,en_3602,None,None,Breast cancer (Usagi match score=0.776480913),0.776480913
3603,C0278587,Cervical carcinoma stage IA,en_3603,None,None,Carcinoma of cervix stage 0 (Usagi match score=0.665702224),0.665702224
3604,C0278704,Malignant Childhood Neoplasm,en_3604,None,None,Childhood neoplasm of heart (Usagi match score=0.765885115),0.765885115
3605,C0278790,dietary intervention,en_3605,None,None,Dietary intake (Usagi match score=0.611609757),0.611609757
3606,C0278996,Cancer of Head and Neck,en_3606,None,None,History of cancer of head and neck (Usagi match score=0.843252182),0.843252182
3607,C0279000,Liver and Intrahepatic Biliary Tract Carcinoma,en_3607,None,None,Adenocarcinoma of liver and intrahepatic biliary tract (Usagi match score=0.884057343),0.884057343
3608,C0279023,chemosensitization/potentiation,en_3608,None,None,Sensitization (Usagi match score=0.535291255),0.535291255
3609,C0279025,Endocrine therapy,en_3609,None,None,Endocrine therapy (Usagi match score=1),1
3610,C0279027,"Laser Therapy, Low-Level",en_3610,None,None,Low-level literacy (Usagi match score=0.651200712),0.651200712
3611,C0279030,interferon therapy,en_3611,None,None,Interferential therapy (Usagi match score=0.799753666),0.799753666
3612,C0279033,Replacement therapy,en_3612,None,None,Replacement therapy (Usagi match score=1),1
3613,C0279328,hyperbaric oxygen,en_3613,None,None,Hyperbaric Oxygen (Usagi match score=1),1
3614,C0279492,Antiandrogen therapy,en_3614,None,None,Androgen deprivation therapy (Usagi match score=0.658602238),0.658602238
3615,C0279493,Androgen therapy,en_3615,None,None,Androgen deprivation therapy (Usagi match score=0.728766859),0.728766859
3616,C0279494,Oestrogen therapy,en_3616,None,None,Estrogen hormone therapy (Usagi match score=0.799740851),0.799740851
3617,C0279516,Anti-Bacterial Agents,en_3617,None,None,Bacterial product (Usagi match score=0.668700814),0.668700814
3618,C0279936,tumor necrosis factor therapy,en_3618,isa Cytokine therapy,None,Tumor necrosis factor assay (Usagi match score=0.757531524),0.757531524
3619,C0280100,Solid tumor,en_3619,None,None,Metastatic solid tumor (Usagi match score=0.757876515),0.757876515
3620,C0280274,Antiviral Therapy,en_3620,None,None,Antiviral therapy (Usagi match score=1),1
3621,C0280509,brequinar,en_3621,isa Antineoplastic Agents,None,Glanders (Usagi match score=0.735804439),0.735804439
3622,C0280547,cisplatin/cyclophosphamide/doxorubicin protocol,en_3622,None,None,CAP (Platinol) (Usagi match score=0.518703818),0.518703818
3623,C0280573,cytarabine/daunorubicin protocol,en_3623,None,None,Cytarabine and Daunorubicin (Usagi match score=0.68520087),0.68520087
3624,C0280606,metabolic abnormality assessment,en_3624,None,None,Dementia due to metabolic abnormality (Usagi match score=0.637652993),0.637652993
3625,C0280962,bone marrow suppression,en_3625,None,None,Myelosuppression (Usagi match score=1),1
3626,C0281163,educational intervention,en_3626,isa Informational Intervention,None,Interventional procedure (Usagi match score=0.635598361),0.635598361
3627,C0281169,pulmonary complications,en_3627,isa Complication,None,Urinary complication (Usagi match score=0.710447848),0.710447848
3628,C0281176,antibody therapy,en_3628,isa Immunotherapy,None,Radiolabeled antibody therapy (Usagi match score=0.735319614),0.735319614
3629,C0281177,Interleukin therapy,en_3629,None,None,CXCL8 (C-X-C motif chemokine ligand 8) gene variant measurement (Usagi match score=0.789180636),0.789180636
3630,C0281182,Breast neoplasm screening,en_3630,None,None,Screening for malignant neoplasm of breast (Usagi match score=1),1
3631,C0281185,early detection of colorectal cancer,en_3631,None,None,Colorectal cancer (Usagi match score=0.608420312),0.608420312
3632,C0281187,early detection of cervical cancer,en_3632,None,None,Malignant tumor of cervix (Usagi match score=0.567688227),0.567688227
3633,C0281477,Lung neoplasm screening,en_3633,None,None,Screening for malignant neoplasm of lung (Usagi match score=1),1
3634,C0281603,flavopiridol,en_3634,None,None,Flavoprotein (Usagi match score=0.61725688),0.61725688
3635,C0281606,recombinant viral vaccine,en_3635,None,None,zoster vaccine recombinant (Usagi match score=0.727259159),0.727259159
3636,C0281991,Steroid Use,en_3636,None,None,Steroid use (Usagi match score=1),1
3637,C0282077,Qigong,en_3637,None,None,Qigong (Usagi match score=1),1
3638,C0282122,Respondents,en_3638,None,None,Respondent (Usagi match score=0.907428622),0.907428622
3639,C0282193,Iron Overload,en_3639,None,None,Iron overload (Usagi match score=1),1
3640,C0282204,Native Americans,en_3640,None,None,Native american (Usagi match score=0.953523278),0.953523278
3641,C0282215,beta-Lactams,en_3641,None,None,Beta-lactam (Usagi match score=0.901428878),0.901428878
3642,C0282282,Palliative Surgery,en_3642,isa Palliative Care,None,Hospice and Palliative Surgery (Usagi match score=0.792694151),0.792694151
3643,C0282386,Levofloxacin,en_3643,None,None,levofloxacin (Usagi match score=1),1
3644,C0282400,Leukocyte Adhesion Molecules,en_3644,None,None,SELL (selectin L) gene variant measurement (Usagi match score=0.760728061),0.760728061
3645,C0282402,Hormone replacement therapy,en_3645,isa(infered) Replacement therapy,None,Hormone replacement therapy (Usagi match score=1),1
3646,C0282462,"Clinical Trials, Phase IV",en_3646,None,None,Clinical trial (Usagi match score=0.576553166),0.576553166
3647,C0282474,Maternal-Fetal Transmission,en_3647,None,None,Perinatology (Usagi match score=0.711339116),0.711339116
3648,C0282493,"Surgical Procedures, Endoscopic",en_3648,None,None,Endoscopy with surgical procedure (Usagi match score=0.803762138),0.803762138
3649,C0282507,Heat Stress Disorders,en_3649,None,None,Acute stress disorder (Usagi match score=0.695222259),0.695222259
3650,C0282515,Chemoprevention,en_3650,None,None,Preventive procedure (Usagi match score=0.658457518),0.658457518
3651,C0282554,chemokine,en_3651,None,None,ACKR2 (atypical chemokine receptor 2) gene variant measurement (Usagi match score=0.680025339),0.680025339
3652,C0282557,"Immune Response, Mucosal",en_3652,None,None,Immune response (Usagi match score=0.756657064),0.756657064
3653,C0282558,"Immunity, Mucosal",en_3653,None,None,Mucosal (Usagi match score=0.55849576),0.55849576
3654,C0282572,"Frameshifting, Ribosomal",en_3654,None,None,Frameshift (Usagi match score=0.67418009),0.67418009
3655,C0282575,Micronutrients,en_3655,None,None,Micronutrient form Narrative (Usagi match score=0.812186718),0.812186718
3656,C0282580,"Epitopes, T-Lymphocyte",en_3656,None,None,T-lymphocyte deficiency (Usagi match score=0.595239222),0.595239222
3657,C0282587,Neural Cell Adhesion Molecules,en_3657,None,None,IGDCC3 (immunoglobulin superfamily DCC subclass member 3) gene variant measurement (Usagi match score=0.801778495),0.801778495
3658,C0282614,Acupressure,en_3658,None,None,Acupressure (Usagi match score=1),1
3659,C0282629,Virus Assembly,en_3659,None,None,Assistive assembly table (Usagi match score=0.665508628),0.665508628
3660,C0282632,Antibody-Dependent Enhancement,en_3660,None,None,Antibody-dependent cell-mediated lympholysis (Usagi match score=0.626372814),0.626372814
3661,C0282638,Antibiotic Prophylaxis,en_3661,None,None,Antibiotic prophylaxis (Usagi match score=1),1
3662,C0282651,Selectins,en_3662,None,None,Lectin (Usagi match score=0.672869384),0.672869384
3663,C0282664,Point-of-Care Systems,en_3663,None,None,Point of care testing (Usagi match score=0.752519071),0.752519071
3664,C0282681,Enhancing Antibodies,en_3664,None,None,Insulin antibodies (Usagi match score=0.548358381),0.548358381
3665,C0282682,"Antibodies, Blocking",en_3665,None,None,Blocking antibody (Usagi match score=0.689026535),0.689026535
3666,C0282687,"Hemorrhagic Fever, Ebola",en_3666,None,None,Ebola virus disease (Usagi match score=0.948661268),0.948661268
3667,C0284555,LDL-Receptor Related Protein 2,en_3667,None,None,LDL receptor related protein 2 nucleotide sequence (Usagi match score=0.548022807),0.548022807
3668,C0285558,RAC-Alpha Serine/Threonine Kinase,en_3668,None,None,NEK4 (NIMA related kinase 4) gene variant measurement (Usagi match score=0.743768156),0.743768156
3669,C0285590,bicalutamide,en_3669,None,None,bicalutamide (Usagi match score=1),1
3670,C0286651,atorvastatin,en_3670,None,None,atorvastatin (Usagi match score=1),1
3671,C0286738,Saquinavir,en_3671,None,None,saquinavir (Usagi match score=1),1
3672,C0287573,cefditoren,en_3672,None,None,cefditoren (Usagi match score=1),1
3673,C0287990,paired basic amino acid cleaving enzyme,en_3673,None,None,"FURIN (furin, paired basic amino acid cleaving enzyme) gene variant measurement (Usagi match score=0.854814887)",0.854814887
3674,C0289313,rosiglitazone,en_3674,None,None,rosiglitazone (Usagi match score=1),1
3675,C0289417,Bone Morphogenetic Protein Receptors,en_3675,None,None,BMPR2 (bone morphogenetic protein receptor type 2) gene variant measurement (Usagi match score=0.836955249),0.836955249
3676,C0289779,"2,4-thiazolidinedione",en_3676,isa Hypoglycemic Agents,None,"2,4-pentanedione (Usagi match score=0.568230271)",0.568230271
3677,C0291545,MUC3 protein,en_3677,None,None,"MUC3A (mucin 3A, cell surface associated) gene variant measurement (Usagi match score=0.730265856)",0.730265856
3678,C0291573,caspase-3,en_3678,None,None,CASP12 (caspase 12 (gene/pseudogene)) gene variant measurement (Usagi match score=0.543789744),0.543789744
3679,C0291753,kakkon-to,en_3679,None,None,kakkonto extract (Usagi match score=0.735013425),0.735013425
3680,C0292818,Ritonavir,en_3680,isa(infered) darunavir and ritonavir,None,ritonavir (Usagi match score=1),1
3681,C0298067,pirfenidone,en_3681,None,None,pirfenidone (Usagi match score=1),1
3682,C0298130,montelukast,en_3682,None,None,montelukast (Usagi match score=1),1
3683,C0299048,bone morphogenetic protein receptor type II,en_3683,None,None,BMPR2 (bone morphogenetic protein receptor type 2) gene variant measurement (Usagi match score=1),1
