index,subject_en,subject_cui,start_id,predicate_en,object_en,object_cui,end_id,source_count,research_count,AFFECTS,influence_relation,evidence_level
11473,bivalirudin,C0168273,en_2955,AFFECTS,Negative Regulation of Coagulation,C2917212,en_6142,1,1,AFFECTS,General/Uncertain,7
11474,bivalirudin,C0168273,en_2955,TREATS,Patients,C0030705,en_1762,3,1,AFFECTS,Inhibitory,3
11475,interleukin-1beta-converting enzyme inhibitor,C0168318,en_2956,TREATS,Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
11476,Janus kinase 1,C0169658,en_2958,DISRUPTS,Endocytosis,C0014139,en_897,2,1,AFFECTS,Inhibitory,3
11477,Janus kinase 1,C0169658,en_2958,INHIBITS,Janus kinase 2,C0169661,en_2959,2,1,AFFECTS,Inhibitory,3
11478,Janus kinase 2,C0169661,en_2959,DISRUPTS,Endocytosis,C0014139,en_897,2,1,AFFECTS,Inhibitory,3
11479,Janus kinase 2,C0169661,en_2959,INHIBITS,Janus kinase 1,C0169658,en_2958,2,1,AFFECTS,Inhibitory,3
11480,harpin,C0169911,en_2960,AUGMENTS,Awareness,C0004448,en_433,1,1,AFFECTS,Excitatory,3
11481,harpin,C0169911,en_2960,AUGMENTS,Intention,C0162425,en_2909,1,1,AFFECTS,Excitatory,3
11482,Hepatitis A Vaccines,C0170300,en_2961,STIMULATES,trivalent influenza vaccine,C0770694,en_4871,1,1,AFFECTS,Excitatory,8
11483,Arsenal,C0172217,en_2962,TREATS,Bacteria,C0004611,en_440,1,1,AFFECTS,Inhibitory,3
11484,Arsenal,C0172217,en_2962,TREATS,Virus Diseases,C0042769,en_2362,1,1,AFFECTS,Inhibitory,3
11485,Gelatinase A,C0172537,en_2963,TREATS,cohort,C0599755,en_4470,1,1,AFFECTS,Inhibitory,3
11486,Neutrophil Collagenase,C0172956,en_2964,TREATS,cohort,C0599755,en_4470,1,1,AFFECTS,Inhibitory,3
11487,Health evaluation,C0175637,en_2966,TREATS,Households,C0020052,en_1208,1,1,AFFECTS,Inhibitory,3
11488,Health evaluation,C0175637,en_2966,TREATS,Survivors,C0206194,en_3154,1,1,AFFECTS,Inhibitory,6
11489,Health evaluation,C0175637,en_2966,TREATS,COVID-19,C5203670,en_6417,2,2,AFFECTS,Inhibitory,12
11490,Mats,C0175648,en_2967,PREVENTS,overdose,C4018909,en_6291,3,2,AFFECTS,Inhibitory,6
11491,Mats,C0175648,en_2967,TREATS,Persons,C0027361,en_1635,4,2,AFFECTS,Inhibitory,6
11492,Injury,C0175677,en_2968,DISRUPTS,Lung,C0024109,en_1460,1,1,AFFECTS,Inhibitory,3
11493,Injury,C0175677,en_2968,DISRUPTS,neutrophil,C0027950,en_1676,1,1,AFFECTS,Inhibitory,3
11494,Injury,C0175677,en_2968,DISRUPTS,physiological aspects,C0031843,en_1806,1,1,AFFECTS,Inhibitory,3
11495,Injury,C0175677,en_2968,DISRUPTS,Blood flow,C0232338,en_3276,2,1,AFFECTS,Inhibitory,3
11496,Clip,C0175722,en_2970,TREATS,Protection,C1545588,en_5951,1,1,AFFECTS,Inhibitory,8
11497,Telephone consultation,C0175745,en_2971,TREATS,Patients,C0030705,en_1762,3,2,AFFECTS,Inhibitory,6
11498,Telephone consultation,C0175745,en_2971,TREATS,pharmacist,C0031323,en_1786,2,1,AFFECTS,Inhibitory,3
11499,Telephone consultation,C0175745,en_2971,TREATS,Physicians,C0031831,en_1805,1,1,AFFECTS,Inhibitory,3
11500,Oral medication,C0175795,en_2972,TREATS,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,en_800,1,1,AFFECTS,Inhibitory,3
11501,Oral medication,C0175795,en_2972,TREATS,Hypertensive disease,C0020538,en_1239,1,1,AFFECTS,Inhibitory,3
11502,Oral medication,C0175795,en_2972,TREATS,Malaria,C0024530,en_1493,2,1,AFFECTS,Inhibitory,3
11503,calcification,C0175895,en_2974,PREDISPOSES,Sciatica,C0036396,en_2069,2,1,AFFECTS,Excitatory,3
11504,Removal of tracheostomy tube,C0178148,en_2977,TREATS,COVID-19,C5203670,en_6417,2,2,AFFECTS,Inhibitory,12
11505,Intestinal tract infectious disease NOS,C0178238,en_2979,PREDISPOSES,Metabolic Diseases,C0025517,en_1546,1,1,AFFECTS,Excitatory,3
11506,cofactor,C0178555,en_2985,AFFECTS,Lung,C0024109,en_1460,1,1,AFFECTS,General/Uncertain,3
11507,free radical oxygen,C0178645,en_2989,STIMULATES,NADPH Oxidase,C0068355,en_2529,2,1,AFFECTS,Excitatory,3
11508,Nucleocapsid,C0178774,en_2990,STIMULATES,Recombinant Interferon-gamma,C0021740,en_1330,1,1,AFFECTS,Excitatory,3
11509,Organ,C0178784,en_2991,PRODUCES,Reactive Oxygen Species,C0162772,en_2932,1,1,AFFECTS,Excitatory,3
11510,Neoplasm progression,C0178874,en_2992,AFFECTS,Aging,C0001811,en_262,1,1,AFFECTS,General/Uncertain,3
11511,Adapters,C0178959,en_2994,TREATS,Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
11512,Aerosol Generators,C0178978,en_2995,PREVENTS,disease transmission,C0242781,en_3438,1,1,AFFECTS,Inhibitory,3
11513,Airway device,C0178987,en_2996,PREVENTS,Infectious disease of lung,C0876973,en_5058,1,1,AFFECTS,Inhibitory,3
11514,Airway device,C0178987,en_2996,TREATS,Pneumonia,C0032285,en_1833,3,2,AFFECTS,Inhibitory,12
11515,Airway device,C0178987,en_2996,TREATS,COVID-19,C5203670,en_6417,3,2,AFFECTS,Inhibitory,12
11516,Nocturnal bladder warning system,C0178997,en_2997,TREATS,Bedwetting,C0270327,en_3550,1,1,AFFECTS,Inhibitory,3
11517,Analyzer,C0179038,en_2998,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11518,Anesthesia machine,C0179064,en_2999,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11519,Applicator - device,C0179108,en_3000,TREATS,Plague,C0032064,en_1814,1,1,AFFECTS,Inhibitory,3
11520,Apron,C0179129,en_3001,TREATS,Participant,C0679646,en_4602,1,1,AFFECTS,Inhibitory,3
11521,Bowls,C0179395,en_3002,TREATS,Rural Communities,C0086944,en_2739,1,1,AFFECTS,Inhibitory,3
11522,"Cannulae, Nasal",C0179574,en_3003,TREATS,Patients,C0030705,en_1762,9,6,AFFECTS,Inhibitory,18
11523,"Cannulae, Nasal",C0179574,en_3003,TREATS,Pneumonia,C0032285,en_1833,1,1,AFFECTS,Inhibitory,6
11524,"Cannulae, Nasal",C0179574,en_3003,TREATS,Acute respiratory failure,C0264490,en_3533,2,2,AFFECTS,Inhibitory,11
11525,"Cannulae, Nasal",C0179574,en_3003,TREATS,Respiratory failure without hypercapnia,C0340194,en_3812,2,1,AFFECTS,Inhibitory,6
11526,"Cannulae, Nasal",C0179574,en_3003,TREATS,Respiratory distress,C0476273,en_4149,1,1,AFFECTS,Inhibitory,3
11527,"Cannulae, Nasal",C0179574,en_3003,TREATS,cohort,C0599755,en_4470,2,1,AFFECTS,Inhibitory,6
11528,"Cannulae, Nasal",C0179574,en_3003,TREATS,Hypoxemia,C0700292,en_4719,1,1,AFFECTS,Inhibitory,8
11529,"Cannulae, Nasal",C0179574,en_3003,TREATS,Respiratory Failure,C1145670,en_5292,5,3,AFFECTS,Inhibitory,15
11530,"Cannulae, Nasal",C0179574,en_3003,TREATS,Acute hypoxemic respiratory failure,C4039867,en_6301,2,2,AFFECTS,Inhibitory,14
11531,"Cannulae, Nasal",C0179574,en_3003,TREATS,Borg Category-Ratio 10 Perceived Exertion Score 5,C4050466,en_6309,1,1,AFFECTS,Inhibitory,6
11532,"Cannulae, Nasal",C0179574,en_3003,TREATS,COVID-19,C5203670,en_6417,12,6,AFFECTS,Inhibitory,38
11533,"Cannulae, Nasal",C0179574,en_3003,TREATS,Pneumonia caused by SARS-CoV-2,C5244027,en_6427,1,1,AFFECTS,Inhibitory,6
11534,"Cannulae, Nasal",C0179574,en_3003,TREATS(INFER),Respiratory Failure,C1145670,en_5292,1,1,AFFECTS,Inhibitory,3
11535,Dialysis catheter,C0179747,en_3004,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11536,Ventricular assist device,C0179926,en_3005,TREATS,Heart failure,C0018801,en_1135,1,1,AFFECTS,Inhibitory,3
11537,Cold pack,C0180006,en_3006,PREVENTS,Heat Stress Disorders,C0282507,en_3649,1,1,AFFECTS,Inhibitory,3
11538,Cushions,C0180249,en_3007,TREATS,Virus Diseases,C0042769,en_2362,2,1,AFFECTS,Inhibitory,3
11539,Detectors,C0180392,en_3008,TREATS,Vitality,C0424589,en_3997,1,1,AFFECTS,Inhibitory,3
11540,Laryngoscopes,C0180453,en_3009,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11541,Dispensers,C0180463,en_3010,PREVENTS,Wounds and Injuries,C0043251,en_2401,1,1,AFFECTS,Inhibitory,3
11542,Dispensers,C0180463,en_3010,TREATS,Cleaners Occupation,C0402683,en_3961,1,1,AFFECTS,Inhibitory,3
11543,Surgical Helmet Systems,C0180797,en_3011,PREVENTS,COVID-19,C5203670,en_6417,2,1,AFFECTS,Inhibitory,8
11544,Explorers,C0180799,en_3012,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11545,Explorers,C0180799,en_3012,TREATS,Social Networks,C0150775,en_2855,1,1,AFFECTS,Inhibitory,3
11546,Filters,C0180860,en_3013,PREVENTS,Respiratory Tract Infections,C0035243,en_2017,1,1,AFFECTS,Inhibitory,3
11547,Filters,C0180860,en_3013,PREVENTS,Seizures,C0036572,en_2076,1,1,AFFECTS,Inhibitory,3
11548,Filters,C0180860,en_3013,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11549,Filters,C0180860,en_3013,TREATS,Secondary transmission,C0948191,en_5161,1,1,AFFECTS,Inhibitory,3
11550,Filters,C0180860,en_3013,TREATS(INFER),Injury,C0175677,en_2968,1,1,AFFECTS,Inhibitory,3
11551,"Filters, Blood",C0180863,en_3014,TREATS,Patients,C0030705,en_1762,5,3,AFFECTS,Inhibitory,9
11552,Filtration Systems,C0180877,en_3015,TREATS,Smarting pain,C0235048,en_3319,1,1,AFFECTS,Inhibitory,3
11553,Frame,C0180979,en_3016,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11554,Frame,C0180979,en_3016,TREATS(INFER),Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,3
11555,Gauze,C0181024,en_3017,TREATS,Nail infection NOS,C0343026,en_3830,2,2,AFFECTS,Inhibitory,6
11556,Gown,C0181064,en_3018,TREATS,Health Personnel,C0018724,en_1121,1,1,AFFECTS,Inhibitory,3
11557,Gown,C0181064,en_3018,TREATS,Protection,C1545588,en_5951,1,1,AFFECTS,Inhibitory,6
11558,Hampers,C0181113,en_3020,TREATS,Financial problem,C0549106,en_4277,1,1,AFFECTS,Inhibitory,3
11559,Heating Units,C0181158,en_3021,TREATS,network,C0679670,en_4604,1,1,AFFECTS,Inhibitory,3
11560,Hoods,C2720748,en_6130,TREATS,Patients,C0030705,en_1762,4,1,AFFECTS,Inhibitory,3
11561,"Hoods, Oxygen",C0181208,en_3023,TREATS,Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
11562,"Hoods, Oxygen",C0181208,en_3023,TREATS(INFER),Hypoxia,C0242184,en_3396,2,1,AFFECTS,Inhibitory,3
11563,Hoist device,C0181620,en_3024,TREATS,Nurses,C0028661,en_1694,1,1,AFFECTS,Inhibitory,3
11564,Hoist device,C0181620,en_3024,TREATS,Symptoms,C1457887,en_5784,1,1,AFFECTS,Inhibitory,3
11565,Mailers,C0181711,en_3026,TREATS,Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
11566,Radiology marker,C0181741,en_3027,TREATS,Hospitalized Patients,C0870668,en_5010,1,1,AFFECTS,Inhibitory,3
11567,Surgical face mask,C0181758,en_3028,PREVENTS,COVID-19,C5203670,en_6417,1,1,AFFECTS,Inhibitory,6
11568,Surgical face mask,C0181758,en_3028,TREATS,Hospitalized Patients,C0870668,en_5010,1,1,AFFECTS,Inhibitory,3
11569,Microscope,C0181839,en_3029,TREATS,Gegenhalten,C0231519,en_3261,1,1,AFFECTS,Inhibitory,3
11570,Microscope,C0181839,en_3029,TREATS,Normal sensation,C0576709,en_4336,1,1,AFFECTS,Inhibitory,3
11571,Biomedical Monitors,C0181904,en_3030,TREATS,Child,C0008059,en_620,1,1,AFFECTS,Inhibitory,3
11572,Biomedical Monitors,C0181904,en_3030,TREATS,Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,3
11573,Biomedical Monitors,C0181904,en_3030,TREATS,Persons,C0027361,en_1635,1,1,AFFECTS,Inhibitory,3
11574,Biomedical Monitors,C0181904,en_3030,TREATS,Patients,C0030705,en_1762,4,1,AFFECTS,Inhibitory,3
11575,Biomedical Monitors,C0181904,en_3030,TREATS,Personal Satisfaction,C0031206,en_1780,1,1,AFFECTS,Inhibitory,3
11576,Biomedical Monitors,C0181904,en_3030,TREATS,Carbon dioxide concentration,C0428653,en_4014,1,1,AFFECTS,Inhibitory,8
11577,"Oximeters, Pulse",C0182109,en_3031,TREATS,Patients,C0030705,en_1762,3,1,AFFECTS,Inhibitory,3
11578,Oxygen Generators,C0182128,en_3032,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11579,Plug,C0182324,en_3033,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11580,Plug,C0182324,en_3033,TREATS,Individual,C0237401,en_3343,3,2,AFFECTS,Inhibitory,6
11581,Probes,C0182400,en_3034,TREATS,Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,3
11582,Probes,C0182400,en_3034,TREATS,Patients,C0030705,en_1762,4,1,AFFECTS,Inhibitory,3
11583,Probes,C0182400,en_3034,TREATS(INFER),nervous system disorder,C0027765,en_1659,4,1,AFFECTS,Inhibitory,3
11584,pump (device),C0182537,en_3035,TREATS,COVID-19,C5203670,en_6417,1,1,AFFECTS,Inhibitory,6
11585,Gamma Knife,C0182639,en_3036,TREATS,Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
11586,Gamma Knife,C0182639,en_3036,TREATS,Metastatic malignant neoplasm to brain,C0220650,en_3198,1,1,AFFECTS,Inhibitory,3
11587,Gamma Knife,C0182639,en_3036,TREATS,Supervisor NOS,C0403172,en_3963,1,1,AFFECTS,Inhibitory,3
11588,Gamma Knife,C0182639,en_3036,TREATS(INFER),Glioblastoma,C0017636,en_1062,1,1,AFFECTS,Inhibitory,3
11589,Reservoirs,C0182967,en_3037,TREATS,Acquired Immunodeficiency Syndrome,C0001175,en_226,1,1,AFFECTS,Inhibitory,3
11590,Reservoirs,C0182967,en_3037,TREATS,Rabies,C0034494,en_1948,1,1,AFFECTS,Inhibitory,3
11591,Reservoirs,C0182967,en_3037,TREATS,Virus Diseases,C0042769,en_2362,2,2,AFFECTS,Inhibitory,6
11592,Reservoirs,C0182967,en_3037,TREATS,Individual,C0237401,en_3343,1,1,AFFECTS,Inhibitory,3
11593,Resuscitator,C0182998,en_3038,TREATS,Endemic Flea-Borne Typhus,C0041472,en_2303,1,1,AFFECTS,Inhibitory,3
11594,Scanning Systems,C0183115,en_3039,TREATS,Heart Diseases,C0018799,en_1134,1,1,AFFECTS,Inhibitory,3
11595,Scanning Systems,C0183115,en_3039,TREATS,Human,C0020114,en_1210,1,1,AFFECTS,Inhibitory,3
11596,Scanning Systems,C0183115,en_3039,TREATS,Does run,C0600140,en_4498,1,1,AFFECTS,Inhibitory,3
11597,Screens,C0183185,en_3040,PREVENTS,disease transmission,C0242781,en_3438,1,1,AFFECTS,Inhibitory,3
11598,Screens,C0183185,en_3040,TREATS,Patients,C0030705,en_1762,3,1,AFFECTS,Inhibitory,3
11599,Screens,C0183185,en_3040,TREATS,General Population,C0683971,en_4674,1,1,AFFECTS,Inhibitory,3
11600,Sensors,C0183210,en_3041,PREVENTS,Wasting,C0235394,en_3327,1,1,AFFECTS,Inhibitory,3
11601,Sensors,C0183210,en_3041,TREATS,Cross Infection,C0010356,en_735,1,1,AFFECTS,Inhibitory,3
11602,Sensors,C0183210,en_3041,TREATS,Households,C0020052,en_1208,3,1,AFFECTS,Inhibitory,3
11603,Sensors,C0183210,en_3041,TREATS,Inflammation,C0021368,en_1307,1,1,AFFECTS,Inhibitory,3
11604,Sensors,C0183210,en_3041,TREATS,inpatient,C0021562,en_1321,1,1,AFFECTS,Inhibitory,7
11605,Sensors,C0183210,en_3041,TREATS,Muscular Atrophy,C0026846,en_1604,1,1,AFFECTS,Inhibitory,3
11606,Sensors,C0183210,en_3041,TREATS,Stress,C0038435,en_2165,1,1,AFFECTS,Inhibitory,3
11607,Sensors,C0183210,en_3041,TREATS,Virus Diseases,C0042769,en_2362,5,3,AFFECTS,Inhibitory,9
11608,Sensors,C0183210,en_3041,TREATS,Illness (finding),C0221423,en_3224,1,1,AFFECTS,Inhibitory,7
11609,Sensors,C0183210,en_3041,TREATS,DISEASES/DIAGNOSES,C0338067,en_3801,1,1,AFFECTS,Inhibitory,3
11610,Sensors,C0183210,en_3041,TREATS,Readiness,C1318963,en_5534,1,1,AFFECTS,Inhibitory,3
11611,Shield,C0183251,en_3042,TREATS,Multiple Sclerosis,C0026769,en_1598,1,1,AFFECTS,Inhibitory,3
11612,Shield,C0183251,en_3042,TREATS,Persons,C0027361,en_1635,1,1,AFFECTS,Inhibitory,3
11613,Shield,C0183251,en_3042,TREATS(INFER),Diabetes,C0011847,en_797,1,1,AFFECTS,Inhibitory,3
11614,Face Shields,C0183255,en_3043,TREATS,Participant,C0679646,en_4602,1,1,AFFECTS,Inhibitory,3
11615,Face Shields,C0183255,en_3043,TREATS,Protection,C1545588,en_5951,1,1,AFFECTS,Inhibitory,6
11616,Simulators,C0183309,en_3044,TREATS,Short menstrual periods,C0425946,en_4006,1,1,AFFECTS,Inhibitory,8
11617,Stethoscopes,C0183559,en_3045,TREATS,inpatient,C0021562,en_1321,2,1,AFFECTS,Inhibitory,3
11618,Timer,C0183941,en_3047,TREATS,Judge,C0221191,en_3220,1,1,AFFECTS,Inhibitory,3
11619,Traps,C0184047,en_3048,PREVENTS,Respiratory distress,C0476273,en_4149,2,1,AFFECTS,Inhibitory,3
11620,Traps,C0184047,en_3048,TREATS,Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,3
11621,Traps,C0184047,en_3048,TREATS,Patients,C0030705,en_1762,6,4,AFFECTS,Inhibitory,12
11622,Traps,C0184047,en_3048,TREATS,Vasculitis,C0042384,en_2338,1,1,AFFECTS,Inhibitory,3
11623,Traps,C0184047,en_3048,TREATS,Injury,C0175677,en_2968,2,2,AFFECTS,Inhibitory,6
11624,Traps,C0184047,en_3048,TREATS,Vitality,C0424589,en_3997,1,1,AFFECTS,Inhibitory,3
11625,Traps,C0184047,en_3048,TREATS(INFER),"Respiratory Distress Syndrome, Adult",C0035222,en_2010,1,1,AFFECTS,Inhibitory,3
11626,Treadmill,C0184069,en_3049,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11627,Treadmill,C0184069,en_3049,TREATS(INFER),Parkinson Disease,C0030567,en_1753,1,1,AFFECTS,Inhibitory,3
11628,Vial device,C0184301,en_3051,TREATS,Well adult,C0686750,en_4683,1,1,AFFECTS,Inhibitory,3
11629,Bereavement support,C0184586,en_3055,AFFECTS,Cessation of life,C0011065,en_762,1,1,AFFECTS,General/Uncertain,3
11630,Medication Side Effects,C0184617,en_3056,TREATS,Gastroesophageal reflux disease,C0017168,en_1038,1,1,AFFECTS,Inhibitory,3
11631,Physical Health Care,C0184627,en_3057,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
11632,Individual Safety,C0184641,en_3058,TREATS,family system,C0680024,en_4619,1,1,AFFECTS,Inhibitory,3
11633,Mental health care,C0184643,en_3059,TREATS,Older people,C3826770,en_6248,1,1,AFFECTS,Inhibitory,6
11634,Mental health care,C0184643,en_3059,TREATS,COVID-19,C5203670,en_6417,1,1,AFFECTS,Inhibitory,6
11635,Mental health care,C0184643,en_3059,TREATS,Depressive disorder,C0011581,en_788,1,1,AFFECTS,Inhibitory,3
11636,Mental health care,C0184643,en_3059,TREATS,Drug abuse,C0013146,en_851,1,1,AFFECTS,Inhibitory,3
11637,Mental health care,C0184643,en_3059,TREATS,Persons,C0027361,en_1635,1,1,AFFECTS,Inhibitory,3
11638,Mental health care,C0184643,en_3059,TREATS,African race,C0027567,en_1646,2,2,AFFECTS,Inhibitory,6
11639,Mental health care,C0184643,en_3059,TREATS,Nurses,C0028661,en_1694,1,1,AFFECTS,Inhibitory,3
11640,Mental health care,C0184643,en_3059,TREATS,Public Health Nurses,C0034022,en_1926,1,1,AFFECTS,Inhibitory,3
11641,Mental health care,C0184643,en_3059,TREATS,Youth,C0087178,en_2748,1,1,AFFECTS,Inhibitory,3
11642,Mental health care,C0184643,en_3059,TREATS,Individual,C0237401,en_3343,1,1,AFFECTS,Inhibitory,3
11643,Mental health care,C0184643,en_3059,TREATS,CANADIAN,C0238884,en_3371,1,1,AFFECTS,Inhibitory,3
11644,Mental health care,C0184643,en_3059,TREATS,cohort,C0599755,en_4470,1,1,AFFECTS,Inhibitory,3
11645,Mental health care,C0184643,en_3059,TREATS,Latinas,C0949335,en_5179,1,1,AFFECTS,Inhibitory,3
11646,Mental health care,C0184643,en_3059,TREATS,Provider,C1138603,en_5273,1,1,AFFECTS,Inhibitory,3
11647,Mental health care,C0184643,en_3059,TREATS,Teens,C1521910,en_5899,2,1,AFFECTS,Inhibitory,3
11648,Mental health care,C0184643,en_3059,TREATS(INFER),Chronic pain,C0150055,en_2816,1,1,AFFECTS,Inhibitory,3
11649,Mental health promotion,C0184645,en_3060,TREATS,"Students, Nursing",C0038496,en_2173,1,1,AFFECTS,Inhibitory,3
11650,Mental health treatment,C0184647,en_3061,TREATS,Individual,C0237401,en_3343,1,1,AFFECTS,Inhibitory,3
11651,Mental health treatment,C0184647,en_3061,TREATS(INFER),Mental disorders,C0004936,en_452,1,1,AFFECTS,Inhibitory,3
11652,Mental health treatment,C0184647,en_3061,TREATS(INFER),Opioid Use Disorders,C0029103,en_1711,1,1,AFFECTS,Inhibitory,3
11653,Procedures,C0184661,en_3062,PREVENTS,Social stigmata,C0277787,en_3590,2,1,AFFECTS,Inhibitory,3
11654,Procedures,C0184661,en_3062,TREATS,Child,C0008059,en_620,3,2,AFFECTS,Inhibitory,6
11655,Procedures,C0184661,en_3062,TREATS,Disease,C0012634,en_826,4,4,AFFECTS,Inhibitory,12
11656,Procedures,C0184661,en_3062,TREATS,Family,C0015576,en_961,2,1,AFFECTS,Inhibitory,3
11657,Procedures,C0184661,en_3062,TREATS,Human,C0020114,en_1210,1,1,AFFECTS,Inhibitory,3
11658,Procedures,C0184661,en_3062,TREATS,Persons,C0027361,en_1635,2,1,AFFECTS,Inhibitory,3
11659,Procedures,C0184661,en_3062,TREATS,Patients,C0030705,en_1762,12,10,AFFECTS,Inhibitory,30
11660,Procedures,C0184661,en_3062,TREATS,Respiration Disorders,C0035204,en_2005,1,1,AFFECTS,Inhibitory,3
11661,Procedures,C0184661,en_3062,TREATS,"Respiratory Distress Syndrome, Adult",C0035222,en_2010,1,1,AFFECTS,Inhibitory,3
11662,Procedures,C0184661,en_3062,TREATS,Seizures,C0036572,en_2076,1,1,AFFECTS,Inhibitory,3
11663,Procedures,C0184661,en_3062,TREATS,Virus Diseases,C0042769,en_2362,1,1,AFFECTS,Inhibitory,3
11664,Procedures,C0184661,en_3062,TREATS,May-Hegglin anomaly,C0340978,en_3822,1,1,AFFECTS,Inhibitory,3
11665,Procedures,C0184661,en_3062,TREATS,cohort,C0599755,en_4470,1,1,AFFECTS,Inhibitory,3
11666,Procedures,C0184661,en_3062,TREATS,Participant,C0679646,en_4602,2,1,AFFECTS,Inhibitory,3
11667,Procedures,C0184661,en_3062,TREATS,Staff,C0851286,en_4950,1,1,AFFECTS,Inhibitory,3
11668,Procedures,C0184661,en_3062,TREATS,Adverse effects,C0879626,en_5081,2,1,AFFECTS,Inhibitory,3
11669,Procedures,C0184661,en_3062,TREATS,Cytokine storm,C0919747,en_5119,1,1,AFFECTS,Inhibitory,3
11670,Procedures,C0184661,en_3062,TREATS,Provider,C1138603,en_5273,1,1,AFFECTS,Inhibitory,3
11671,Procedures,C0184661,en_3062,TREATS(INFER),Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,3
11672,Procedures,C0184661,en_3062,TREATS(INFER),"Respiratory Distress Syndrome, Adult",C0035222,en_2010,2,2,AFFECTS,Inhibitory,6
11673,Procedures,C0184661,en_3062,TREATS(INFER),Malaise,C0231218,en_3251,1,1,AFFECTS,Inhibitory,3
11674,Procedures,C0184661,en_3062,TREATS(SPEC),Complication,C0009566,en_697,1,1,AFFECTS,Inhibitory,3
11675,Procedures,C0184661,en_3062,AFFECTS,Blood Pressure,C0005823,en_492,2,1,AFFECTS,General/Uncertain,8
11676,Procedures,C0184661,en_3062,AFFECTS,Complication,C0009566,en_697,2,1,AFFECTS,General/Uncertain,6
11677,Procedures,C0184661,en_3062,AFFECTS,Adverse event,C0877248,en_5069,1,1,AFFECTS,General/Uncertain,8
11678,Procedures,C0184661,en_3062,AFFECTS,Cancer Patient,C1516213,en_5852,1,1,AFFECTS,General/Uncertain,8
11679,Procedures,C0184661,en_3062,AFFECTS,COVID-19,C5203670,en_6417,4,4,AFFECTS,General/Uncertain,30
11680,Procedures,C0184661,en_3062,PREDISPOSES,Thrombus,C0087086,en_2743,1,1,AFFECTS,Excitatory,8
11681,Procedures,C0184661,en_3062,PREVENTS,Anxiety,C0003467,en_380,2,2,AFFECTS,Inhibitory,16
11682,Procedures,C0184661,en_3062,PREVENTS,Asthenopia,C0004095,en_417,1,1,AFFECTS,Inhibitory,8
11683,Procedures,C0184661,en_3062,PREVENTS,Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,7
11684,Procedures,C0184661,en_3062,PREVENTS,Abnormal behavior,C0233514,en_3296,1,1,AFFECTS,Inhibitory,7
11685,Procedures,C0184661,en_3062,PREVENTS,Cancerophobia,C0233705,en_3299,1,1,AFFECTS,Inhibitory,8
11686,Procedures,C0184661,en_3062,PREVENTS,Respiratory distress,C0476273,en_4149,1,1,AFFECTS,Inhibitory,7
11687,Procedures,C0184661,en_3062,PREVENTS,Sleeplessness,C0917801,en_5108,1,1,AFFECTS,Inhibitory,7
11688,Procedures,C0184661,en_3062,PREVENTS,Nosocomial pneumonia,C0949083,en_5175,1,1,AFFECTS,Inhibitory,8
11689,Procedures,C0184661,en_3062,PREVENTS,COVID-19,C5203670,en_6417,3,3,AFFECTS,Inhibitory,23
11690,Procedures,C0184661,en_3062,TREATS,Anorexia,C0003123,en_336,1,1,AFFECTS,Inhibitory,6
11691,Procedures,C0184661,en_3062,TREATS,Anxiety,C0003467,en_380,3,2,AFFECTS,Inhibitory,16
11692,Procedures,C0184661,en_3062,TREATS,Community,C0009462,en_687,1,1,AFFECTS,Inhibitory,7
11693,Procedures,C0184661,en_3062,TREATS,Depressive disorder,C0011581,en_788,3,2,AFFECTS,Inhibitory,16
11694,Procedures,C0184661,en_3062,TREATS,Medical Staff,C0025106,en_1519,1,1,AFFECTS,Inhibitory,7
11695,Procedures,C0184661,en_3062,TREATS,Myocardial Infarction,C0027051,en_1625,1,1,AFFECTS,Inhibitory,6
11696,Procedures,C0184661,en_3062,TREATS,"Students, Medical",C0038495,en_2172,1,1,AFFECTS,Inhibitory,8
